wid,txtid,inv_nr,cth_number,lnr,trans,text,text_tags,text_clean,subscr,matlect,num,sign,corr,deleted,added,ras,rasx,gap,note,link,mrp0sel,combined,,,,,,,,,
4,KBo 68.132,,832,lk. Kol. 2′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
5,KBo 68.132,,832,lk. Kol. 2′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
6,KBo 68.132,,832,lk. Kol. 2′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
7,KBo 68.132,,832,lk. Kol. 2′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
8,KBo 68.132,,832,lk. Kol. 2′,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
9,KBo 68.132,,832,lk. Kol. 2′,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
10,KBo 68.132,,832,lk. Kol. 2′,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
11,KBo 68.132,,832,lk. Kol. 2′,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
12,KBo 68.132,,832,lk. Kol. 2′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 68.255,,832,1′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
1,KBo 68.255,,832,1′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
2,KBo 68.255,,832,1′,,ku-x,ku-x,ku-x,,,,,,,,,,,,,DEL,{},,,,,,,,,
3,KBo 68.255,,832,1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 68.255,,832,2′,~nat,-n,"-n<del_fin/>a<corr c=""?""/>-at<corr c=""?""/>",-n]a-at,,,,,"n]a<corr c=""?""/>, at<corr c=""?""/>",,,,,,,,DEL,{},,,,,,,,,
5,KBo 68.255,,832,2′,ammel,am-me-e,am-me-e<del_in/>l,am-me-e[l,,,,,,,,,,,,,1,{'mrp1': ' uk @ ich @ PPROa.1SG.GEN @ 32.1 @ '},,,,,,,,,
6,KBo 68.255,,832,3′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
7,KBo 68.255,,832,3′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
8,KBo 68.255,,832,3′,ar~,ar-,ar-<del_in/>,ar-[,,,,,,,,,,,,,DEL,{},,,,,,,,,
9,KBo 68.255,,832,4′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
10,KBo 68.255,,832,4′,,x-na-an,x-na-an,x-na-an,,,,,,,,,,,,,DEL,{},,,,,,,,,
11,KBo 68.255,,832,4′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
12,KBo 68.255,,832,5′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
13,KBo 68.255,,832,5′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
14,KBo 68.255,,832,5′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
15,KBo 68.255,,832,5′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
16,KBo 68.255,,832,5′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
17,KBo 68.255,,832,5′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
18,KBo 68.255,,832,5′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
19,KBo 68.255,,832,5′,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
20,KBo 68.255,,832,5′,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
21,KBo 68.255,,832,5′,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
22,KBo 68.255,,832,5′,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
23,KBo 68.255,,832,5′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 63.141,,832,1′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
1,KBo 63.141,,832,1′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
2,KBo 63.141,,832,1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
3,KBo 63.141,,832,2′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 63.141,,832,2′,eša~,e-š,e-š<del_in/>a-,e-š[a-,,,,,,,,,,,,,DEL,{},,,,,,,,,
5,KBo 63.141,,832,3′,~ti,,<del_fin/>-ti,]-ti,,,,,,,,,,,,,DEL,{},,,,,,,,,
6,KBo 63.141,,832,3′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
7,KBo 63.141,,832,4′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
8,KBo 63.141,,832,4′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
9,KBo 63.141,,832,4′,lapi~,la-a-pí-,la-a-pí-<del_in/>,la-a-pí-[,,,,,,,,,,,,,DEL,{},,,,,,,,,
10,KBo 63.141,,832,5′,IŠ-TU,,<aGr>I<del_fin/>Š-TU</aGr>,#I]Š-TU#,,,,,,,,,,,,,  ,{'mrp1': ' IŠTU @ aus @    { a → …:ABL}   { b → …:INS} @  @ '},,,,,,,,,
11,KBo 63.141,,832,5′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
12,KBo 63.141,,832,6′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
13,KBo 63.141,,832,6′,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
14,KBo 63.141,,832,6′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
15,KBo 63.141,,832,6′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
16,KBo 63.141,,832,6′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
17,KBo 63.141,,832,6′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
18,KBo 63.141,,832,6′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
19,KBo 63.141,,832,6′,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
20,KBo 63.141,,832,6′,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
21,KBo 63.141,,832,6′,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
22,KBo 63.141,,832,6′,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
23,KBo 63.141,,832,6′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 63.258,,832,1′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
1,KBo 63.258,,832,1′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
2,KBo 63.258,,832,1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
3,KBo 63.258,,832,2′,arnua~,a,a<del_fin/>r-nu-<ras_in/>w<del_in/>a<ras_fin/>-,a]r-nu-w[a-,,,,,,,,<ras_in/>w[a<ras_fin/>,,,,,DEL,{},,,,,,,,,
4,KBo 63.258,,832,3′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
5,KBo 63.258,,832,3′,,x-ni,x-ni,x-ni,,,,,,,,,,,,,DEL,{},,,,,,,,,
6,KBo 63.258,,832,3′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
7,KBo 63.258,,832,4′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
8,KBo 63.258,,832,4′,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
9,KBo 63.258,,832,4′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
10,KBo 63.258,,832,5′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
11,KBo 63.258,,832,5′,EGIRpa,,<sGr>EGIR</sGr>-pa,EGIR-pa,,,,,,,,,,,,,  ,{'mrp1': ' EGIR-pa @ wieder @     {a → ADV}    {b → POSP}    {c → PREV} @  @ '},,,,,,,,,
12,KBo 63.258,,832,5′,I-NA,,<aGr>I-<laes_in/>NA<laes_fin/></aGr>,#I-⸢NA⸣#,,,,,,,,,,,,,  ,{'mrp1': ' INA @ in @    { a → …:D/L.SG}   { b → …:D/L.PL}   { c → …:ABL} @  @ '},,,,,,,,,
13,KBo 63.258,,832,5′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
14,KBo 63.258,,832,5′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
15,KBo 63.258,,832,6′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
16,KBo 63.258,,832,6′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
17,KBo 63.258,,832,6′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
18,KBo 63.258,,832,6′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
19,KBo 63.258,,832,6′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
20,KBo 63.258,,832,6′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
21,KBo 63.258,,832,6′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
22,KBo 63.258,,832,6′,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
23,KBo 63.258,,832,6′,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
24,KBo 63.258,,832,6′,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
25,KBo 63.258,,832,6′,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
26,KBo 63.258,,832,6′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 66.240,,832,lk. Kol. 1′,,,"<space c=""44""/>",********************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.240,,832,lk. Kol. 1′,,,"<del_fin/>x-eš/<d>MEŠ</d><corr c=""?""/>",]x-eš/~MEŠ~,,,,,"MEŠ}<corr c=""?""/>",,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
2,KBo 66.240,,832,lk. Kol. 1′,,,<del_in/>,[,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
3,KBo 66.240,,832,lk. Kol. 2′,,,"<space c=""41""/>",*****************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
4,KBo 66.240,,832,lk. Kol. 2′,,,<del_fin/>x-mi-an-zi,]x-mi-an-zi,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
5,KBo 66.240,,832,lk. Kol. 3′,,,"<space c=""45""/>",*********************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
6,KBo 66.240,,832,lk. Kol. 3′,~ianzi,,<del_fin/>-ia-an-zi,]-ia-an-zi,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
7,KBo 66.240,,832,lk. Kol. 4′,,,"<space c=""46""/>",**********************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
8,KBo 66.240,,832,lk. Kol. 4′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
9,KBo 66.240,,832,lk. Kol. 4′,2-ŠU,,"<num/>2<aGr>-Š<del_in/>U</aGr><corr c=""?""/>",2-#Š[U#,,,<num/>2,,"Š[U~<corr c=""?""/>",,,,,,,,1,"{'lg': 'Hit', 'mrp1': ' 2-ŠU @ zweimal @  @ QUANmul @ '}",,,,,,,,,
10,KBo 66.240,,832,lk. Kol. 5′,,,"<space c=""51""/>",***************************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
11,KBo 66.240,,832,lk. Kol. 5′,,,<del_fin/>x<del_in/>,]x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
12,KBo 66.240,,832,lk. Kol. 5′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
13,KBo 66.240,,832,lk. Kol. 5′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
14,KBo 66.240,,832,lk. Kol. 5′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
15,KBo 66.240,,832,lk. Kol. 5′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
16,KBo 66.240,,832,lk. Kol. 5′,,,"<subscr c=""AO:--index""/>",,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
17,KBo 66.240,,832,lk. Kol. 5′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
0,KBo 63.174,,832,1′,~ia,-i,-i<del_fin/>a,-i]a,,,,,,,,,,,,,DEL,{},,,,,,,,,
1,KBo 63.174,,832,1′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
2,KBo 63.174,,832,1′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
3,KBo 63.174,,832,2′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
4,KBo 63.174,,832,2′,auaš,a-u-wa-aš,a-u-wa-aš,a-u-wa-aš,,,,,,,,,,,,,  ,"{'mrp1': ' a=a- @ warm sein @ VBN.GEN.SG @ III.2 @ ', 'mrp2': ' au=a- @ Auwa @    { a → DN.NOM.SG.C}   { b → DN.GEN.SG}   { c → DN.D/L.PL} @ 35.1.1 @ D', 'mrp3': 'au(š)-/u(wa)- @ sehen @ 2SG.IMP @ II.10        += aš @    { R → PPRO.3SG.C.NOM}   { S → PPRO.3PL.C.ACC} @  @ '}",,,,,,,,,
5,KBo 63.174,,832,2′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
6,KBo 63.174,,832,3′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
7,KBo 63.174,,832,3′,%-anla~,x-a-an-la,"x-a-an-la<corr c=""?""/>-<del_in/>",x-a-an-la-[,,,,,"la<corr c=""?""/>",,,,,,,,DEL,{},,,,,,,,,
8,KBo 63.174,,832,4′,,,<del_fin/>,],,,,,,,,,,,,,,{},,,,,,,,,
9,KBo 63.174,,832,4′,,x x,x x,x x,,,,,,,,,,,,,DEL,{},,,,,,,,,
10,KBo 63.174,,832,4′,,x,x,x,,,,,,,,,,,,,DEL,{},,,,,,,,,
11,KBo 63.174,,832,4′,,,<del_in/>,[,,,,,,,,,,,,,,{},,,,,,,,,
12,KBo 63.174,,832,4′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{},,,,,,,,,
13,KBo 63.174,,832,4′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{},,,,,,,,,
14,KBo 63.174,,832,4′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{},,,,,,,,,
15,KBo 63.174,,832,4′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{},,,,,,,,,
16,KBo 63.174,,832,4′,,AO:Textline-Luw,AO:Textline-Luw,AO:Textline-Luw,,,,,,,,,,,,,DEL,{},,,,,,,,,
17,KBo 63.174,,832,4′,,AO:Textline-Pal,AO:Textline-Pal,AO:Textline-Pal,,,,,,,,,,,,,DEL,{},,,,,,,,,
18,KBo 63.174,,832,4′,,,"<subscr c=""AO:--indexa""/>",,,,,,,,,,,,,,,{},,,,,,,,,
19,KBo 63.174,,832,4′,AO:Ḫurriana,AO:Hurriana,AO:Hurriana,AO:Hurriana,,,,,,,,,,,,,???,{'lg': 'Hur'},,,,,,,,,
20,KBo 63.174,,832,4′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{},,,,,,,,,
0,KBo 66.320,,832,Vs. 1′,,,"<space c=""19""/>",*******************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.320,,832,Vs. 1′,,,<del_fin/>x<del_in/>,]x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
2,KBo 66.320,,832,Vs. 2′,,,"<space c=""13""/>",*************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
3,KBo 66.320,,832,Vs. 2′,atta,,"<del_fin/>at-t<del_in/>a<corr c=""?""/>",]at-t[a,,,,,"t[a<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' a=a- @ warm sein @    { a → 3SG.PRS.MP}   { b → 3SG.PST.MP} @ III.2 @ ', 'mrp2': ' att=a/i- @ Vater @    { a → VOC.SG}   { b → ALL}   { c → STF} @ 1.1.1 @ ', 'mrp3': ' att=a- @ Atta @    { a → PNm.NOM.SG(UNM)}   { b → PNm.ACC.SG(UNM)}   { c → PNm.GEN.SG(UNM)}   { d → PNm.D/L.SG(UNM)}   { e → PNm.ABL(UNM)}   { f → PNm.INS(UNM)}   { g → PNm.VOC.SG} @ 38.2 @ m', 'mrp4': ' att=a- @ Vater @    { a → HURR.ABS.SG}   { b → STF} @ 30.10.1.2 @ ', 'mrp5': '⓶ⓑⒸ a=a- @ warm sein @    { a → 2SG.PST.MP}   { b → 3SG.PST.MP} @ III.2  @        += ya @ CNJadd @ ', 'mrp6': '⓶ⓑⒸ at= @ Atriya @    { a → GN.NOM.SG(ABBR)}   { b → GN.ACC.SG(ABBR)}   { c → GN.GEN.SG(ABBR)}   { d → GN.D/L.SG(ABBR)}   { e → GN.ALL(ABBR)}   { f → GN.ABL(ABBR)}   { g → GN.INS(ABBR)}   { h → GN.VOC.SG(ABBR)} @ 39.9  @ URU       += ya @ CNJadd @ '}",,,,,,,,,
4,KBo 66.320,,832,Vs. 3′,,,"<space c=""8""/>",********,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
5,KBo 66.320,,832,Vs. 3′,ḫarzi,ḫ,"ḫ<del_fin/>ar<corr c=""?""/>-zi",ḫ]ar-zi,,,,,"ḫ]ar<corr c=""?""/>",,,,,,,,1,"{'lg': 'Hit', 'mrp1': ' ḫar(k)- @ haben @ 3SG.PRS @ I.1.11 @ '}",,,,,,,,,
6,KBo 66.320,,832,Vs. 3′,,,<del_in/>,[,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
7,KBo 66.320,,832,Vs. 4′,,,"<space c=""12""/>",************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
8,KBo 66.320,,832,Vs. 4′,~mili,-m,"-m<del_fin/>i-l<del_in/>i<corr c=""?""/>",-m]i-l[i,,,,,"l[i<corr c=""?""/>",,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
9,KBo 66.320,,832,Vs. 5′,,,"<space c=""18""/>",******************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
10,KBo 66.320,,832,Vs. 5′,,,"<del_fin/>x-i<corr c=""?""/><del_in/>",]x-i[,,,,,"i<corr c=""?""/>",,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
11,KBo 66.320,,832,Rs. 1′,,,"<space c=""10""/>",**********,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
12,KBo 66.320,,832,Rs. 1′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
13,KBo 66.320,,832,Rs. 1′,,x,x<del_in/>,x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
14,KBo 66.320,,832,Rs. 2′,,,"<space c=""10""/>",**********,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
15,KBo 66.320,,832,Rs. 2′,,,<del_fin/>x<del_in/>,]x[,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
16,KBo 66.320,,832,Rs. 3′,,,"<space c=""8""/>",********,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
17,KBo 66.320,,832,Rs. 3′,rieš,,"<del_fin/>ri<corr c=""?""/>-e<del_in/>š",]ri-e[š,,,,,"]ri<corr c=""?""/>",,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
18,KBo 66.320,,832,Rs. 4′,,,"<space c=""8""/>",********,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
19,KBo 66.320,,832,Rs. 4′,,,<del_fin/>x-ḫu,]x-ḫu,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
20,KBo 66.320,,832,Rs. 4′,,,<del_in/>,[,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
21,KBo 66.320,,832,Rs. 4′,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
22,KBo 66.320,,832,Rs. 4′,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
23,KBo 66.320,,832,Rs. 4′,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
24,KBo 66.320,,832,Rs. 4′,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
25,KBo 66.320,,832,Rs. 4′,,,"<subscr c=""AO:--index""/>",,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
26,KBo 66.320,,832,Rs. 4′,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
0,KBo 66.131,,832,1′,,,"<space c=""26""/>",**************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.131,,832,1′,šu,,"<del_fin/>šu<corr c=""?""/>",]šu,,,,,"]šu<corr c=""?""/>",,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' šuu- @ voll @    { a → NOM.SG.N}   { b → ACC.SG.N} @ 3.2.1 @ ', 'mrp2': ' šuu- @ voll @    { a → NOM.SG.N}   { b → ACC.SG.N} @ 3.2.1 @ '}",,,,,,,,,
2,KBo 66.131,,832,2′,,,"<space c=""26""/>",**************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
3,KBo 66.131,,832,2′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
4,KBo 66.131,,832,2′,RUi,,<d>GIŠ</d><sGr>RU</sGr>-i<del_in/>,~GIŠ~RU-i[,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
5,KBo 66.131,,832,4″,,,"<space c=""22""/>",**********************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
6,KBo 66.131,,832,4″,,,"<d>ME<del_fin/>Š</d><corr c=""?""/>",~ME]Š~,,,,,"ME]Š}<corr c=""?""/>",,,,,,,,,{'lg': 'Hit'},,,,,,,,,
7,KBo 66.131,,832,6″,,,"<space c=""27""/>",***************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
8,KBo 66.131,,832,6″,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
9,KBo 66.131,,832,7″,,,"<space c=""24""/>",************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
10,KBo 66.131,,832,7″,,,<del_fin/>x-zi,]x-zi,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
11,KBo 66.131,,832,1′,,,"<space c=""26""/>",**************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
12,KBo 66.131,,832,1′,RUi,,"<d>GI<del_fin/>Š</d><sGr>RU</sGr>-i<corr c=""?""/>",~GI]Š~RU-i,,,,,"i<corr c=""?""/>",,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
13,KBo 66.131,,832,2″,,,"<space c=""28""/>",****************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
14,KBo 66.131,,832,2″,an,,<del_fin/>an,]an,,,,,,,,,,,,,  ,"{'lg': 'Hit', 'mrp1': ' a=a- @ warm sein @    { a → PTCP.NOM.SG.N}   { b → PTCP.ACC.SG.N}   { c → PTCP.INDCL} @ III.2 @ '}",,,,,,,,,
15,KBo 66.131,,832,2″,,AO:Textline-Hurr,AO:Textline-Hurr,AO:Textline-Hurr,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
16,KBo 66.131,,832,2″,,AO:Textline-Hat,AO:Textline-Hat,AO:Textline-Hat,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
17,KBo 66.131,,832,2″,AO:,AO:,AO:,AO:,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
18,KBo 66.131,,832,2″,,Textline-Hit,Textline-Hit,Textline-Hit,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
19,KBo 66.131,,832,2″,,,"<subscr c=""AO:--index""/>",,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
20,KBo 66.131,,832,2″,AO:Ḫittite,AO:Hittite,AO:Hittite,AO:Hittite,,,,,,,,,,,,,???,{'lg': 'Hit'},,,,,,,,,
0,KBo 66.225,,832,lk. Kol. 1′,,,"<space c=""37""/>",*************************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
1,KBo 66.225,,832,lk. Kol. 1′,,,<del_fin/>x,]x,,,,,,,,,,,,,DEL,{'lg': 'Hit'},,,,,,,,,
2,KBo 66.225,,832,lk. Kol. 2′,,,"<space c=""35""/>",***********************************,,,,,,,,,,,,,,{'lg': 'Hit'},,,,,,,,,
